Bau	2.4815
Chemie/Bio	2.5871
CIW	2.4717
ETEC	2.3515
GeistSoz	2.6107
Geo	2.6698
Info	2.3371
Mach	2.3237	
Mathe	2.4190
Physik	2.2258
WiWi	2.3539
