Wahl, Wahlberechtigte, Fakultaet, Urne, Stimmzettel, Ungueltige Stimmzettel, Ungueltige Listenstimmen, Enthaltungen Listenstimmen, Ungueltige Kandidatenstimmen, Enthaltungen Kandidatenstimmen
FS GeistSoz, 1459, ETEC, 6, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, ETEC, 7, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, GeistSoz, 1, 70, 3, 0, 0, 0, 0
FS GeistSoz, 1459, GeistSoz, 2, 85, 4, 0, 0, 0, 0
FS GeistSoz, 1459, GeistSoz, 3, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, GeistSoz, 4, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Geo, 1, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Geo, 2, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Gerthsen, 1, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Gerthsen, 2, 0, , , , , 
FS GeistSoz, 1459, HMU, 1, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Info, 2, 2, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Info, 3, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Info, 4, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Info, 5, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mach/CIW, 1, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mach/CIW, 2, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mach/CIW, 3, 4, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mach/CIW, 4, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mach/CIW, 5, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mach/CIW, 6, 0, , , , , 
FS GeistSoz, 1459, Mach/CIW, 7, 0, , , , , 
FS GeistSoz, 1459, Mach/CIW, 8, 0, , , , , 
FS GeistSoz, 1459, Mach/CIW, 9, 0, , , , , 
FS GeistSoz, 1459, Mach/CIW, 10, 0, , , , , 
FS GeistSoz, 1459, Mathe, 1, 1, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mathe, 2, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mathe, 3, 3, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mathe, 4, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mathe, 5, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mathe, 6, 0, , , , , 
FS GeistSoz, 1459, Mensa, 1, 5, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mensa, 2, 2, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mensa, 3, 2, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mensa, 4, 2, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Mobil, 1, 3, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Physik, 1, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Physik, 3, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Physik, 4, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Physik, 5, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, RZ, 1, 0, , , , , 
FS GeistSoz, 1459, Westhochschule, 1, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Wiwi, 1, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Wiwi, 2, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Wiwi, 3, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Wiwi, 4, 3, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Wiwi, 5, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Wiwi, 6, 0, 0, 0, 0, 0, 0
FS GeistSoz, 1459, Wiwi, 7, 0, , , , , 
FS GeistSoz, 1459, Wiwi, 8, 0, , , , , 
FS Geo, 536, AKK, 1, 8, 0, 0, 0, 1, 0
FS Geo, 536, AKK, 2, 4, 1, 0, 0, 0, 0
FS Geo, 536, Audimax, 1, 1, 0, 0, 0, 0, 0
FS Geo, 536, Chemie/Bio, 1, 0, 0, 0, 0, 0, 0
FS Geo, 536, Chemie/Bio, 2, 0, , , , , 
FS Geo, 536, ETEC, 1, 0, 0, 0, 0, 0, 0
FS Geo, 536, ETEC, 2, 0, 0, 0, 0, 0, 0
FS Geo, 536, ETEC, 3, 0, 0, 0, 0, 0, 0
FS Geo, 536, ETEC, 4, 0, 0, 0, 0, 0, 0
FS Geo, 536, ETEC, 5, 0, 0, 0, 0, 0, 0
FS Geo, 536, ETEC, 6, 0, 0, 0, 0, 0, 0
FS Geo, 536, ETEC, 7, 0, 0, 0, 0, 0, 0
FS Geo, 536, GeistSoz, 1, 0, 0, 0, 0, 0, 0
FS Geo, 536, GeistSoz, 2, 0, 0, 0, 0, 0, 0
FS Geo, 536, GeistSoz, 3, 0, 0, 0, 0, 0, 0
FS Geo, 536, GeistSoz, 4, 0, 0, 0, 0, 0, 0
FS Geo, 536, Geo, 1, 41, 4, 0, 0, 4, 0
FS Geo, 536, Geo, 2, 32, 1, 0, 0, 0, 0
FS Geo, 536, Gerthsen, 1, 0, 0, 0, 0, 0, 0
FS Geo, 536, Gerthsen, 2, 0, , , , , 
FS Geo, 536, HMU, 1, 0, 0, 0, 0, 0, 0
FS Geo, 536, Info, 2, 0, 0, 0, 0, 0, 0
FS Geo, 536, Info, 3, 0, 0, 0, 0, 0, 0
FS Geo, 536, Info, 4, 0, 0, 0, 0, 0, 0
FS Geo, 536, Info, 5, 0, 0, 0, 0, 0, 0
FS Geo, 536, Mach/CIW, 1, 0, 0, 0, 0, 0, 0
FS Geo, 536, Mach/CIW, 2, 0, 0, 0, 0, 0, 0
FS Geo, 536, Mach/CIW, 3, 0, 0, 0, 0, 0, 0
FS Geo, 536, Mach/CIW, 4, 0, 0, 0, 0, 0, 0
FS Geo, 536, Mach/CIW, 5, 0, 0, 0, 0, 0, 0
FS Geo, 536, Mach/CIW, 6, 0, , , , , 
FS Geo, 536, Mach/CIW, 7, 0, , , , , 
FS Geo, 536, Mach/CIW, 8, 0, , , , , 
FS Geo, 536, Mach/CIW, 9, 0, , , , , 
FS Geo, 536, Mach/CIW, 10, 0, , , , , 
FS Geo, 536, Mathe, 1, 4, 0, 0, 0, 0, 0
FS Geo, 536, Mathe, 2, 1, 0, 0, 0, 0, 0
FS Geo, 536, Mathe, 3, 0, 0, 0, 0, 0, 0
FS Geo, 536, Mathe, 4, 0, 0, 0, 0, 0, 0
FS Geo, 536, Mathe, 5, 1, 0, 0, 0, 0, 0
FS Geo, 536, Mathe, 6, 0, , , , , 
FS Geo, 536, Mensa, 1, 3, 0, 0, 0, 0, 0
FS Geo, 536, Mensa, 2, 3, 0, 0, 0, 0, 0
FS Geo, 536, Mensa, 3, 5, 1, 0, 0, 0, 0
FS Geo, 536, Mensa, 4, 3, 0, 0, 0, 0, 0
FS Geo, 536, Mobil, 1, 1, 0, 0, 0, 0, 0
FS Geo, 536, Physik, 1, 0, 0, 0, 0, 0, 0
FS Geo, 536, Physik, 3, 0, 0, 0, 0, 0, 0
FS Geo, 536, Physik, 4, 0, 0, 0, 0, 0, 0
FS Geo, 536, Physik, 5, 0, 0, 0, 0, 0, 0
FS Geo, 536, RZ, 1, 0, , , , , 
FS Geo, 536, Westhochschule, 1, 0, 0, 0, 0, 0, 0
FS Geo, 536, Wiwi, 1, 0, 0, 0, 0, 0, 0
FS Geo, 536, Wiwi, 2, 0, 0, 0, 0, 0, 0
FS Geo, 536, Wiwi, 3, 0, 0, 0, 0, 0, 0
FS Geo, 536, Wiwi, 4, 0, 0, 0, 0, 0, 0
FS Geo, 536, Wiwi, 5, 0, 0, 0, 0, 0, 0
FS Geo, 536, Wiwi, 6, 0, 0, 0, 0, 0, 0
FS Geo, 536, Wiwi, 7, 0, , , , , 
FS Geo, 536, Wiwi, 8, 0, , , , , 
FS Info, 2455, AKK, 1, 39, 0, 0, 0, 3, 0
FS Info, 2455, AKK, 2, 15, 1, 0, 0, 0, 0
FS Info, 2455, Audimax, 1, 4, 0, 0, 0, 1, 0
FS Info, 2455, Chemie/Bio, 1, 2, 0, 0, 0, 0, 0
FS Info, 2455, Chemie/Bio, 2, 0, , , , , 
FS Info, 2455, ETEC, 1, 1, 0, 0, 0, 0, 0
FS Info, 2455, ETEC, 2, 0, 0, 0, 0, 0, 0
FS Info, 2455, ETEC, 3, 0, 0, 0, 0, 0, 0
FS Info, 2455, ETEC, 4, 0, 0, 0, 0, 0, 0
FS Info, 2455, ETEC, 5, 0, 0, 0, 0, 0, 0
FS Info, 2455, ETEC, 6, 0, 0, 0, 0, 0, 0
FS Info, 2455, ETEC, 7, 3, 0, 0, 0, 0, 0
FS Info, 2455, GeistSoz, 1, 0, 0, 0, 0, 0, 0
FS Info, 2455, GeistSoz, 2, 0, 0, 0, 0, 0, 0
FS Info, 2455, GeistSoz, 3, 0, 0, 0, 0, 0, 0
FS Info, 2455, GeistSoz, 4, 0, 0, 0, 0, 0, 0
FS Info, 2455, Geo, 1, 0, 0, 0, 0, 0, 0
FS Info, 2455, Geo, 2, 0, 0, 0, 0, 0, 0
FS Info, 2455, Gerthsen, 1, 4, 0, 0, 0, 0, 0
FS Info, 2455, Gerthsen, 2, 0, , , , , 
FS Info, 2455, HMU, 1, 0, 0, 0, 0, 0, 0
FS Info, 2455, Info, 2, 51, 3, 0, 0, 0, 0
FS Info, 2455, Info, 3, 73, 0, 0, 0, 0, 0
FS Info, 2455, Info, 4, 33, 1, 0, 0, 0, 0
FS Info, 2455, Info, 5, 45, 5, 0, 0, 0, 0
FS Info, 2455, Mach/CIW, 1, 1, 0, 0, 0, 0, 0
FS Info, 2455, Mach/CIW, 2, 0, 0, 0, 0, 0, 0
FS Info, 2455, Mach/CIW, 3, 1, 0, 0, 0, 1, 0
FS Info, 2455, Mach/CIW, 4, 0, 0, 0, 0, 0, 0
FS Info, 2455, Mach/CIW, 5, 0, 0, 0, 0, 0, 0
FS Info, 2455, Mach/CIW, 6, 0, , , , , 
FS Info, 2455, Mach/CIW, 7, 0, , , , , 
FS Info, 2455, Mach/CIW, 8, 0, , , , , 
FS Info, 2455, Mach/CIW, 9, 0, , , , , 
FS Info, 2455, Mach/CIW, 10, 0, , , , , 
FS Info, 2455, Mathe, 1, 20, 1, 0, 0, 0, 0
FS Info, 2455, Mathe, 2, 13, 0, 0, 0, 0, 0
FS Info, 2455, Mathe, 3, 4, 0, 0, 0, 0, 0
FS Info, 2455, Mathe, 4, 11, 0, 0, 0, 0, 0
FS Info, 2455, Mathe, 5, 40, 1, 0, 0, 0, 0
FS Info, 2455, Mathe, 6, 0, , , , , 
FS Info, 2455, Mensa, 1, 19, 2, 0, 0, 0, 0
FS Info, 2455, Mensa, 2, 16, 1, 0, 0, 0, 0
FS Info, 2455, Mensa, 3, 16, 2, 0, 0, 0, 2
FS Info, 2455, Mensa, 4, 18, 0, 0, 0, 0, 0
FS Info, 2455, Mobil, 1, 19, 0, 0, 0, 0, 0
FS Info, 2455, Physik, 1, 0, 0, 0, 0, 0, 0
FS Info, 2455, Physik, 3, 1, 1, 0, 0, 0, 0
FS Info, 2455, Physik, 4, 3, 0, 0, 0, 0, 0
FS Info, 2455, Physik, 5, 0, 0, 0, 0, 0, 0
FS Info, 2455, RZ, 1, 0, , , , , 
FS Info, 2455, Westhochschule, 1, 0, 0, 0, 0, 0, 0
FS Info, 2455, Wiwi, 1, 1, 0, 0, 0, 0, 0
FS Info, 2455, Wiwi, 2, 1, 1, 0, 0, 0, 0
FS Info, 2455, Wiwi, 3, 0, 0, 0, 0, 0, 0
FS Info, 2455, Wiwi, 4, 4, 0, 0, 0, 0, 0
FS Info, 2455, Wiwi, 5, 0, 0, 0, 0, 0, 0
FS Info, 2455, Wiwi, 6, 0, 0, 0, 0, 0, 0
FS Info, 2455, Wiwi, 7, 0, , , , , 
FS Info, 2455, Wiwi, 8, 0, , , , , 
FS Mach, 3660, AKK, 1, 19, 0, 0, 0, 1, 0
FS Mach, 3660, AKK, 2, 32, 5, 0, 0, 0, 0
FS Mach, 3660, Audimax, 1, 36, 0, 0, 0, 2, 0
FS Mach, 3660, Chemie/Bio, 1, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Chemie/Bio, 2, 0, , , , , 
FS Mach, 3660, ETEC, 1, 0, 0, 0, 0, 0, 0
FS Mach, 3660, ETEC, 2, 8, 0, 0, 0, 0, 0
FS Mach, 3660, ETEC, 3, 0, 0, 0, 0, 0, 0
FS Mach, 3660, ETEC, 4, 2, 0, 0, 0, 0, 0
FS Mach, 3660, ETEC, 5, 10, 0, 0, 0, 0, 0
FS Mach, 3660, ETEC, 6, 0, 0, 0, 0, 0, 0
FS Mach, 3660, ETEC, 7, 0, 0, 0, 0, 0, 0
FS Mach, 3660, GeistSoz, 1, 0, 0, 0, 0, 0, 0
FS Mach, 3660, GeistSoz, 2, 0, 0, 0, 0, 0, 0
FS Mach, 3660, GeistSoz, 3, 0, 0, 0, 0, 0, 0
FS Mach, 3660, GeistSoz, 4, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Geo, 1, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Geo, 2, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Gerthsen, 1, 17, 0, 0, 0, 0, 0
FS Mach, 3660, Gerthsen, 2, 0, , , , , 
FS Mach, 3660, HMU, 1, 47, 3, 0, 0, 0, 0
FS Mach, 3660, Info, 2, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Info, 3, 1, 0, 0, 0, 0, 0
FS Mach, 3660, Info, 4, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Info, 5, 3, 0, 0, 0, 0, 0
FS Mach, 3660, Mach/CIW, 1, 102, 0, 0, 0, 6, 0
FS Mach, 3660, Mach/CIW, 2, 45, 1, 0, 0, 0, 0
FS Mach, 3660, Mach/CIW, 3, 59, 0, 0, 0, 2, 0
FS Mach, 3660, Mach/CIW, 4, 58, 1, 0, 0, 4, 0
FS Mach, 3660, Mach/CIW, 5, 21, 3, 0, 0, 0, 0
FS Mach, 3660, Mach/CIW, 6, 0, , , , , 
FS Mach, 3660, Mach/CIW, 7, 0, , , , , 
FS Mach, 3660, Mach/CIW, 8, 0, , , , , 
FS Mach, 3660, Mach/CIW, 9, 0, , , , , 
FS Mach, 3660, Mach/CIW, 10, 0, , , , , 
FS Mach, 3660, Mathe, 1, 12, 0, 0, 0, 0, 0
FS Mach, 3660, Mathe, 2, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Mathe, 3, 11, 0, 0, 0, 0, 0
FS Mach, 3660, Mathe, 4, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Mathe, 5, 1, 0, 0, 0, 0, 0
FS Mach, 3660, Mathe, 6, 0, , , , , 
FS Mach, 3660, Mensa, 1, 58, 5, 0, 0, 0, 0
FS Mach, 3660, Mensa, 2, 39, 2, 0, 0, 0, 0
FS Mach, 3660, Mensa, 3, 59, 6, 0, 0, 0, 0
FS Mach, 3660, Mensa, 4, 37, 2, 0, 0, 0, 0
FS Mach, 3660, Mobil, 1, 12, 1, 0, 0, 0, 0
FS Mach, 3660, Physik, 1, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Physik, 3, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Physik, 4, 1, 0, 0, 0, 0, 0
FS Mach, 3660, Physik, 5, 1, 0, 0, 0, 0, 0
FS Mach, 3660, RZ, 1, 0, , , , , 
FS Mach, 3660, Westhochschule, 1, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Wiwi, 1, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Wiwi, 2, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Wiwi, 3, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Wiwi, 4, 1, 0, 0, 0, 0, 0
FS Mach, 3660, Wiwi, 5, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Wiwi, 6, 0, 0, 0, 0, 0, 0
FS Mach, 3660, Wiwi, 7, 0, , , , , 
FS Mach, 3660, Wiwi, 8, 0, , , , , 
FS Mathe, 1222, AKK, 1, 8, 2, 0, 0, 2, 0
FS Mathe, 1222, AKK, 2, 3, 1, 0, 0, 0, 0
FS Mathe, 1222, Audimax, 1, 3, 0, 0, 0, 0, 0
FS Mathe, 1222, Chemie/Bio, 1, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Chemie/Bio, 2, 0, , , , , 
FS Mathe, 1222, ETEC, 1, 3, 0, 0, 0, 0, 0
FS Mathe, 1222, ETEC, 2, 1, 0, 0, 0, 0, 0
FS Mathe, 1222, ETEC, 3, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, ETEC, 4, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, ETEC, 5, 3, 0, 0, 0, 0, 0
FS Mathe, 1222, ETEC, 6, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, ETEC, 7, 1, 0, 0, 0, 0, 0
FS Mathe, 1222, GeistSoz, 1, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, GeistSoz, 2, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, GeistSoz, 3, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, GeistSoz, 4, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Geo, 1, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Geo, 2, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Gerthsen, 1, 4, 0, 0, 0, 0, 0
FS Mathe, 1222, Gerthsen, 2, 0, , , , , 
FS Mathe, 1222, HMU, 1, 3, 0, 0, 0, 0, 0
FS Mathe, 1222, Info, 2, 2, 0, 0, 0, 0, 0
FS Mathe, 1222, Info, 3, 9, 0, 0, 0, 0, 0
FS Mathe, 1222, Info, 4, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Info, 5, 2, 0, 0, 0, 0, 0
FS Mathe, 1222, Mach/CIW, 1, 1, 0, 0, 0, 0, 0
FS Mathe, 1222, Mach/CIW, 2, 2, 0, 0, 0, 0, 0
FS Mathe, 1222, Mach/CIW, 3, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Mach/CIW, 4, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Mach/CIW, 5, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Mach/CIW, 6, 0, , , , , 
FS Mathe, 1222, Mach/CIW, 7, 0, , , , , 
FS Mathe, 1222, Mach/CIW, 8, 0, , , , , 
FS Mathe, 1222, Mach/CIW, 9, 0, , , , , 
FS Mathe, 1222, Mach/CIW, 10, 0, , , , , 
FS Mathe, 1222, Mathe, 1, 72, 7, 0, 0, 0, 0
FS Mathe, 1222, Mathe, 2, 17, 0, 0, 0, 0, 0
FS Mathe, 1222, Mathe, 3, 46, 4, 0, 0, 4, 0
FS Mathe, 1222, Mathe, 4, 39, 2, 0, 0, 0, 0
FS Mathe, 1222, Mathe, 5, 34, 1, 0, 0, 0, 0
FS Mathe, 1222, Mathe, 6, 0, , , , , 
FS Mathe, 1222, Mensa, 1, 6, 2, 0, 0, 0, 0
FS Mathe, 1222, Mensa, 2, 5, 1, 0, 0, 0, 0
FS Mathe, 1222, Mensa, 3, 6, 0, 0, 0, 0, 1
FS Mathe, 1222, Mensa, 4, 10, 0, 0, 0, 0, 0
FS Mathe, 1222, Mobil, 1, 2, 1, 0, 0, 0, 0
FS Mathe, 1222, Physik, 1, 1, 0, 0, 0, 0, 0
FS Mathe, 1222, Physik, 3, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Physik, 4, 2, 0, 0, 0, 0, 0
FS Mathe, 1222, Physik, 5, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, RZ, 1, 0, , , , , 
FS Mathe, 1222, Westhochschule, 1, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Wiwi, 1, 1, 0, 0, 0, 0, 0
FS Mathe, 1222, Wiwi, 2, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Wiwi, 3, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Wiwi, 4, 3, 2, 0, 0, 0, 0
FS Mathe, 1222, Wiwi, 5, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Wiwi, 6, 0, 0, 0, 0, 0, 0
FS Mathe, 1222, Wiwi, 7, 0, , , , , 
FS Mathe, 1222, Wiwi, 8, 0, , , , , 
FS Physik, 1495, AKK, 1, 6, 0, 0, 0, 0, 0
FS Physik, 1495, AKK, 2, 10, 0, 0, 0, 0, 0
FS Physik, 1495, Audimax, 1, 1, 0, 0, 0, 0, 0
FS Physik, 1495, Chemie/Bio, 1, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Chemie/Bio, 2, 0, , , , , 
FS Physik, 1495, ETEC, 1, 3, 0, 0, 0, 0, 0
FS Physik, 1495, ETEC, 2, 0, 0, 0, 0, 0, 0
FS Physik, 1495, ETEC, 3, 0, 0, 0, 0, 0, 0
FS Physik, 1495, ETEC, 4, 1, 0, 0, 0, 0, 0
FS Physik, 1495, ETEC, 5, 2, 0, 0, 0, 0, 0
FS Physik, 1495, ETEC, 6, 0, 0, 0, 0, 0, 0
FS Physik, 1495, ETEC, 7, 1, 0, 0, 0, 0, 0
FS Physik, 1495, GeistSoz, 1, 0, 0, 0, 0, 0, 0
FS Physik, 1495, GeistSoz, 2, 0, 0, 0, 0, 0, 0
FS Physik, 1495, GeistSoz, 3, 0, 0, 0, 0, 0, 0
FS Physik, 1495, GeistSoz, 4, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Geo, 1, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Geo, 2, 4, 0, 0, 0, 0, 0
FS Physik, 1495, Gerthsen, 1, 46, 1, 0, 0, 0, 0
FS Physik, 1495, Gerthsen, 2, 0, , , , , 
FS Physik, 1495, HMU, 1, 3, 0, 0, 0, 0, 0
FS Physik, 1495, Info, 2, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Info, 3, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Info, 4, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Info, 5, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Mach/CIW, 1, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Mach/CIW, 2, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Mach/CIW, 3, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Mach/CIW, 4, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Mach/CIW, 5, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Mach/CIW, 6, 0, , , , , 
FS Physik, 1495, Mach/CIW, 7, 0, , , , , 
FS Physik, 1495, Mach/CIW, 8, 0, , , , , 
FS Physik, 1495, Mach/CIW, 9, 0, , , , , 
FS Physik, 1495, Mach/CIW, 10, 0, , , , , 
FS Physik, 1495, Mathe, 1, 3, 0, 0, 0, 0, 0
FS Physik, 1495, Mathe, 2, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Mathe, 3, 1, 0, 0, 0, 0, 0
FS Physik, 1495, Mathe, 4, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Mathe, 5, 3, 0, 0, 0, 0, 0
FS Physik, 1495, Mathe, 6, 0, , , , , 
FS Physik, 1495, Mensa, 1, 7, 0, 0, 0, 0, 0
FS Physik, 1495, Mensa, 2, 12, 1, 0, 0, 0, 0
FS Physik, 1495, Mensa, 3, 11, 0, 0, 0, 0, 0
FS Physik, 1495, Mensa, 4, 11, 0, 0, 0, 0, 0
FS Physik, 1495, Mobil, 1, 11, 0, 0, 0, 0, 0
FS Physik, 1495, Physik, 1, 138, 0, 0, 0, 7, 0
FS Physik, 1495, Physik, 3, 142, 9, 0, 0, 0, 0
FS Physik, 1495, Physik, 4, 78, 4, 0, 0, 0, 0
FS Physik, 1495, Physik, 5, 42, 0, 0, 0, 1, 0
FS Physik, 1495, RZ, 1, 0, , , , , 
FS Physik, 1495, Westhochschule, 1, 15, 0, 0, 0, 0, 0
FS Physik, 1495, Wiwi, 1, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Wiwi, 2, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Wiwi, 3, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Wiwi, 4, 1, 0, 0, 0, 0, 0
FS Physik, 1495, Wiwi, 5, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Wiwi, 6, 0, 0, 0, 0, 0, 0
FS Physik, 1495, Wiwi, 7, 0, , , , , 
FS Physik, 1495, Wiwi, 8, 0, , , , , 
FS WiWi, 3613, AKK, 1, 24, 0, 0, 0, 1, 0
FS WiWi, 3613, AKK, 2, 20, 2, 0, 0, 0, 0
FS WiWi, 3613, Audimax, 1, 88, 0, 0, 0, 2, 0
FS WiWi, 3613, Chemie/Bio, 1, 1, 0, 0, 0, 0, 0
FS WiWi, 3613, Chemie/Bio, 2, 0, , , , , 
FS WiWi, 3613, ETEC, 1, 6, 0, 0, 0, 0, 0
FS WiWi, 3613, ETEC, 2, 3, 0, 0, 0, 0, 0
FS WiWi, 3613, ETEC, 3, 2, 0, 0, 0, 0, 2
FS WiWi, 3613, ETEC, 4, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, ETEC, 5, 2, 0, 0, 0, 0, 0
FS WiWi, 3613, ETEC, 6, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, ETEC, 7, 1, 0, 0, 0, 0, 0
FS WiWi, 3613, GeistSoz, 1, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, GeistSoz, 2, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, GeistSoz, 3, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, GeistSoz, 4, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Geo, 1, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Geo, 2, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Gerthsen, 1, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Gerthsen, 2, 0, , , , , 
FS WiWi, 3613, HMU, 1, 8, 0, 0, 0, 0, 0
FS WiWi, 3613, Info, 2, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Info, 3, 3, 0, 0, 0, 0, 0
FS WiWi, 3613, Info, 4, 3, 0, 0, 0, 0, 0
FS WiWi, 3613, Info, 5, 11, 0, 0, 0, 0, 0
FS WiWi, 3613, Mach/CIW, 1, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Mach/CIW, 2, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Mach/CIW, 3, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Mach/CIW, 4, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Mach/CIW, 5, 1, 0, 0, 0, 0, 0
FS WiWi, 3613, Mach/CIW, 6, 0, , , , , 
FS WiWi, 3613, Mach/CIW, 7, 0, , , , , 
FS WiWi, 3613, Mach/CIW, 8, 0, , , , , 
FS WiWi, 3613, Mach/CIW, 9, 0, , , , , 
FS WiWi, 3613, Mach/CIW, 10, 0, , , , , 
FS WiWi, 3613, Mathe, 1, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Mathe, 2, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Mathe, 3, 3, 0, 0, 0, 0, 0
FS WiWi, 3613, Mathe, 4, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Mathe, 5, 0, 0, 0, 0, 0, 0
FS WiWi, 3613, Mathe, 6, 0, , , , , 
FS WiWi, 3613, Mensa, 1, 44, 2, 0, 0, 0, 0
